0, 65, 0, 1.0608, 18.0045, 29.3447, 0
1, 65, 0, 1.152, 10.2394, 24.8639, 0
2, 65, 0, 0.96704, 13.214, 12.9403, 0
3, 65, 10, 1.18336, 21.8553, 43.0867, 0
4, 65, 0, 0.6392, 24.5376, 32.3449, 0
5, 65, 0, 1.31136, 9.49707, 13.8786, 0
6, 65, 10, 1.50688, 12.3446, 20.239, 0
7, 65, 10, 1.07544, 6.12355, 11.7709, 0
8, 65, 20, 3.6448, 0.238767, 0.00341176, 0
9, 65, 10, 1.2304, 9.55543, 18.4774, 0
10, 65, 30, 1.75472, 0.240296, 0.00447051, 0
11, 65, 0, 1.12872, 11.0032, 21.5712, 0
12, 65, 0, 1.5696, 7.85494, 15.2342, 0
13, 65, 0, 0, 0, 0, 1
14, 65, 10, 1.93648, 9.493, 18.4834, 0
15, 65, 0, 0, 0, 0, 1
16, 65, 0, 1.16888, 16.814, 37.4437, 0
17, 65, 20, 1.80224, 3.83117, 7.19017, 0
18, 65, 0, 1.11288, 16.4792, 26.9351, 0
19, 65, 10, 1.6208, 3.84827, 7.19562, 0
